Ticker,Strategy,1d,10d,20d,60d,ytd,1y,Sharpe_10d,Sharpe_20d,Sharpe_60d,Sharpe_ytd,Sharpe_1y
EWY,Stock,-0.12245457035887142,0.09709458302414475,0.031005256946680104,0.5046187568498508,0.7860793606542122,1.933455433455435,2.6584528269007706,0.8722244031780279,2.6233756334840943,2.2643655188492264,2.421976946580979
EWZ,Selling Daily ATM Straddle,0.008120219303208831,0.015195836348061764,0.028771149033513632,0.06967208529658597,0.027270890897628686,0.29376880320903087,1.175092973062928,1.4346681616006753,1.6332816251264268,0.41974440099280697,1.1993749152650743
EWZ,Selling Daily ATM Call,0.005860900998863272,0.006589827964086581,0.05707636481717304,0.08498112615130249,-0.01858005396002138,0.01028313157176819,0.9209256718391735,4.48447129338479,2.6232468469618584,-0.18774098941328649,0.14458225641922753
EWZ,Selling Daily ATM Put,0.002259318304345559,0.00946173769748837,-0.026258459324443262,-0.015788126432986327,0.04067007295549052,0.2785365201872514,1.1383114538764667,-1.7446207333140964,-0.3011780518196241,0.5713104150273585,1.4534193263785598
EWZ,Selling Daily Strangle,0.0017318244228849977,0.014330663837655688,0.022641878689258155,0.05808196310541924,0.03938514289950201,0.053422143812434264,3.8416073143527787,3.7019384348669946,4.104413357301986,1.0933902775859095,0.5178969226714423
EWZ,Selling Daily 25d Call,0.0018864114069172544,0.003840238378056471,0.028816779293957984,0.048747267412539985,0.006953879551535369,0.04536652009413289,1.1944084043145156,5.763022727927949,3.299116828622446,0.2534021099390592,0.5977470009623378
EWZ,Selling Daily 25d Put,-0.00015458698403225668,0.010389605099301757,-0.006140054855362953,0.008185830862659227,0.030557646519310033,0.005327684487703044,3.537469621092315,-1.01382702709286,0.4885633641818163,0.7504165467955172,0.10333219803975502
EWZ,"Sell 25d Put, Buy 25d Call",-0.0020409983909494,0.0062116261724685096,-0.034436180709737085,-0.04023343142991098,0.019619706577099327,-0.046623684647875474,1.287536890808976,-3.842437227362625,-1.318623700856281,0.36670731775462595,-0.24596096754137417
EWZ,Stock,-0.0035016049022470463,0.004116436342252339,-0.07727641178059974,-0.09030367607884948,0.06055900621117871,0.27759072203516566,0.5999668155213136,-4.816628102534279,-1.469715763348809,0.5892720495233273,1.1041696988089433
EEM,Selling Daily ATM Straddle,-0.02092648977306444,-0.04618162304627382,-0.05512427583776647,-0.04826189123010416,-0.09921673917413865,0.005641930418277985,-3.4540596076652386,-2.623382364844536,-0.944643908294224,-1.3932860494127681,0.1237100345634724
EEM,Selling Daily ATM Call,0.01795354642499425,-0.011005486547110865,-0.042022970346096034,-0.10828511551542452,-0.1349985458785452,-0.1648143072799214,-1.4960303847554837,-3.2139995769546665,-2.8302944371641736,-2.1239393328054956,-1.3595031322820434
EEM,Selling Daily ATM Put,-0.03888003619805869,-0.0374108001406418,-0.015871187861351443,0.062291781405440005,0.033556129508387045,0.1991401378217712,-2.0317348933785278,-0.4876911070325876,1.2342869153763512,0.47562268093360427,1.1889521662429496
EEM,Selling Daily Strangle,-0.02723615319304795,-0.026405586732193842,-0.032424033582501455,-0.031473334587739044,-0.06736446799738771,-0.048592513867683595,-3.6159049673954566,-2.8749647208102367,-1.3553789756045618,-1.6793888784588984,-0.6814924577398551
EEM,Selling Daily 25d Call,0.005784680355698013,-0.001274976650172066,-0.01688859387390318,-0.05028622699036145,-0.06499148925670528,-0.0771429645739169,-0.4552351045219169,-3.156682758048321,-2.888946754968716,-2.1881925955752988,-1.4984041482531951
EEM,Selling Daily 25d Put,-0.033020833548745965,-0.025606794522010312,-0.01642995344385223,0.01812052328553504,-0.004704943667009354,0.028025680006722675,-2.7034348768446024,-1.0722055263290509,0.6340768961539952,-0.03353629497161283,0.35973416711306755
EEM,"Sell 25d Put, Buy 25d Call",-0.03880551390444398,-0.024964455047600698,-0.0005286303546141458,0.06884430860906088,0.06002344670194204,0.10772221493258827,-2.067988717025614,0.08307061372340054,1.5487800729118721,0.8594280099907553,0.8713814808312602
EEM,Stock,-0.05673360483078205,-0.027930535455860772,0.026122823098075454,0.18842887473460723,0.19434566145092513,0.4621245102307341,-0.9870958717467213,0.9611115267083878,2.2879793141637252,1.4482790060307473,1.798736986323635
EWW,Selling Daily ATM Straddle,-0.002114892711993943,-0.0014702919480232834,0.004627089642159188,0.03954771809534674,-0.01635022643374695,0.15381702493086036,-0.09217246062332407,0.3990691589202787,1.004171180902586,-0.08957086273646017,0.7211270242069443
EWW,Selling Daily ATM Call,0.007088909048827086,0.016609765474783433,0.02740654565779299,-0.013570931723236423,-0.04089760578697499,-0.039057670542294365,2.3789851126225017,2.4826481323266094,-0.34317544610834744,-0.5132538231233632,-0.19253326959731953
EWW,Selling Daily ATM Put,-0.00920380176082114,-0.018262515088698805,-0.02259953630674405,0.05190508972785901,0.02177677216971574,0.20305256771971547,-2.4340409358944366,-1.704055985525995,1.3568710311476289,0.36564690211170414,1.1514408419500213
EWW,Selling Daily Strangle,0.0012967274591377809,0.014913932778988892,0.023312612485703266,0.05389909809277893,0.01577307768417935,0.030169889618033352,5.17340552344863,3.243459555567911,2.0945360062706015,0.39353093893362895,0.3223492896906687
EWW,Selling Daily 25d Call,0.0032821874815551766,0.009829952193855851,0.013730207924564253,0.0034879749957723583,-0.007013068919249799,-0.00686269059703748,2.6956539678865092,2.3140121919439207,0.21422363868773697,-0.17744883640819842,-0.05490892730459174
EWW,Selling Daily 25d Put,-0.0019854600224172847,0.004907372865120552,0.009405138369328325,0.04998670056855414,0.02174232960452782,0.03496878803524095,1.979695097848209,1.9018123731657877,2.5689938024129333,0.5245381373510939,0.3761698376345371
EWW,"Sell 25d Put, Buy 25d Call",-0.00526764750397235,-0.00531589367758778,-0.00474858629127739,0.04433838150315239,0.025268969949429954,0.0340411621407799,-0.8862735082885892,-0.5196857809294146,1.509823736655374,0.4582981552939214,0.30207472372894584
EWW,Stock,-0.016192733017377448,-0.034121752617293555,-0.047418738049713416,0.06955775010734189,0.06696173615077061,0.2769993164730016,-2.742590634298043,-2.451895290506199,1.2502671814743418,0.677481076586834,1.2224460898536702
IEF,Selling Daily ATM Straddle,-0.0014744458621639422,-0.001408078593513551,-0.0013181805742531472,0.00985040185776942,0.024401233052712357,0.19426814124562197,-0.821546268327493,-0.4628439065504091,1.164895804562042,1.0592666653107028,1.2362626211652925
IEF,Selling Daily ATM Call,-0.0013255319072870142,-0.0025088692548386193,-0.0008108221281681871,0.014114560437589185,0.026053545398117217,0.10182456126738404,-2.330369724246968,-0.39353544590066364,2.323743000177784,1.6414782210565202,1.2952087444048916
IEF,Selling Daily ATM Put,-0.00014891395487703907,0.0010951371698366685,-0.000531576004126233,-0.004293314398377879,-0.0016118824555360067,0.08965329656573284,0.7276658313637592,-0.17707318592878768,-0.4665495494945219,-0.07575530689874689,1.077210957035085
IEF,Selling Daily Strangle,-0.0003452391751027628,0.0010366551446843175,0.00499351405954207,0.012087417808811063,0.007809642784874837,-0.02212431969876394,1.3239530732368758,4.282980166964201,2.7466499828851667,0.8526367094778992,-0.35915511828982355
IEF,Selling Daily 25d Call,-0.00036175729436704884,7.231787211559038e-05,0.0013760432436722425,0.00991511280385593,0.017099474608220477,0.04565297966705639,0.11983695303920391,1.3335569451611384,3.684745524413252,3.0078793990985457,1.9189653641218325
IEF,Selling Daily 25d Put,1.6518119264175013e-05,0.000963475930677804,0.0036088590525729103,0.0021337164246395535,-0.00917007157065619,-0.06476514844098225,1.8311252384331158,3.738065097159248,0.47918481894578563,-0.9823947444670357,-1.2766868812516168
