date,Ticker,Spot,RFR,IV30,Put_IV_30,Call_IV_30,1M_25dP/25dC,1M_25dC/ATM,1M_25dP/ATM,IV90,Put_IV_90,Call_IV_90,3M_25dP/25dC,3M_25dC/ATM,3M_25dP/ATM
2025-04-22,TLT,82.73,0.0421,39.61,13.51,29.25,0.462,0.7386,0.3412,28.18,15.32,24.72,0.6197,0.877,0.5435
2025-04-23,TLT,83.53,0.0421,55.67,12.12,32.97,0.3676,0.5923,0.2177,29.03,15.24,24.42,0.6238,0.8414,0.5249
2025-04-24,TLT,84.41,0.042,55.08,10.17,29.9,0.3402,0.5429,0.1847,28.43,13.59,22.34,0.6085,0.7858,0.4781
2025-04-25,TLT,85.03,0.0419,36.57,10.95,29.74,0.3681,0.8133,0.2993,26.28,13.49,22.94,0.588,0.873,0.5133
2025-04-28,TLT,85.57,0.0419,42.64,11.64,26.48,0.4397,0.621,0.2731,27.63,12.77,22.32,0.5723,0.8078,0.4623
2025-04-29,TLT,86.28,0.0419,49.22,7.44,30.84,0.2412,0.6266,0.1511,27.74,12.76,22.48,0.5678,0.8104,0.4601
2025-04-30,TLT,85.59,0.0419,48.07,10.22,32.89,0.3109,0.6842,0.2127,30.37,12.93,24.01,0.5386,0.7905,0.4258
2025-05-01,TLT,85.15,0.0418,39.31,8.96,25.15,0.3564,0.6398,0.228,26.44,13.05,22.8,0.5725,0.8621,0.4936
2025-05-02,TLT,84.23,0.0421,39.68,9.51,30.44,0.3123,0.7671,0.2396,24.92,12.48,22.02,0.5666,0.8838,0.5007
2025-05-05,TLT,83.76,0.0421,48.71,9.62,32.9,0.2924,0.6753,0.1975,27.5,13.7,20.9,0.6553,0.7603,0.4982
2025-05-06,TLT,84.04,0.0421,33.51,11.02,29.95,0.3679,0.8937,0.3288,24.91,14.13,21.38,0.6612,0.858,0.5673
2025-05-07,TLT,84.39,0.0422,51.95,9.43,26.92,0.3503,0.5181,0.1815,27.12,12.66,22.12,0.5723,0.8159,0.467
2025-05-08,TLT,83.45,0.0422,55.42,10.05,25.99,0.3868,0.4689,0.1814,27.66,12.26,21.96,0.5581,0.7939,0.4431
2025-05-09,TLT,83.58,0.0422,34.79,8.25,29.44,0.2802,0.8461,0.2371,26.77,13.67,21.63,0.6321,0.8079,0.5107
2025-05-12,TLT,82.8,0.0428,32.67,7.31,24.29,0.3009,0.7434,0.2237,26.62,12.74,21.39,0.5953,0.8037,0.4784
